LDA Component 1,LDA Component 2,LDA Component 3,Breathing Type
-0.0968346468042399,2.484986173155297,0.6325722145819169,30bpm
-0.7735704304677251,2.050938108776922,0.8970857243078834,30bpm
-1.5589497699658972,1.4345951478001433,1.6425073158392673,30bpm
-0.6839503812686061,2.527682602657173,0.9381102602050904,30bpm
-1.705706381428246,1.1787679010526344,1.5955276583502658,30bpm
-1.7840425137034135,0.9780778854715813,1.4850861578467391,30bpm
-1.866750380101653,1.1071724402870573,1.2295654583926523,30bpm
-1.800106451041675,1.003858767484588,1.0908175715307915,30bpm
-1.8514046616523234,0.7121442730413912,0.8990455017077535,30bpm
-1.3374265097065046,0.0015463502737050447,-0.6208357916022833,30bpm
-1.3287833287387516,-0.12664052454668304,-0.9068859863774617,30bpm
-1.4955813261253048,-0.07421994043649945,-0.9381830966446405,30bpm
-1.4772619602154307,-0.14704843007793705,-1.020331147530033,30bpm
-1.370040331619396,0.08942477986274636,-0.9999137062388121,30bpm
-1.4172933933876195,0.2119060789548887,-1.1743273124216673,30bpm
-1.465861997249415,0.14155615013191594,-0.9046995116731001,30bpm
-2.2804280491104736,0.3482009119366205,0.5527385962915697,30bpm
-2.098785447090185,0.4199077459434099,0.6531166291177855,30bpm
-2.0750523050888123,0.524271197593662,0.9477413058679367,30bpm
-1.490260535397623,0.781065933201126,0.45342270556588976,30bpm
-1.1485462328983864,1.093409078768091,0.3752357845905776,30bpm
-1.3068654100433603,1.2855348545230627,0.8272075307571427,30bpm
-1.1427777376477524,1.2788079429506078,0.7788636809404708,30bpm
-1.3411136328009174,1.4808697398563764,1.079521696299844,30bpm
-1.2681319829387216,1.3763434901398213,0.993262779278693,30bpm
-0.8381403897198548,0.7634726539901016,-0.024678315735712615,30bpm
-0.8923339135708722,0.595359463083398,-0.1461667098893732,30bpm
-0.7371047810420702,0.5675988561770686,-0.12838326026583605,30bpm
0.05140080328742981,-0.13217861043244364,-1.3987367379211082,30bpm
0.2729795011022552,-0.16952325534999485,-1.541433194093725,30bpm
0.2887845483959908,-0.16461724290188173,-1.3781147655120578,30bpm
-0.1651808728187218,-0.5259878049128436,-0.4660219132422079,30bpm
-0.2980931051386595,-0.3971732114575552,-0.2729367404989947,30bpm
-0.6441469601392802,-0.5244783678286429,-0.024175233078103753,30bpm
-0.486238037148694,-0.6871017810827447,-0.574026080586492,30bpm
-0.9859427725548577,0.1780999902434813,0.7079451431154332,30bpm
-1.109148919955149,0.2439180476353527,0.8139051656383876,30bpm
-0.7824670050717839,-0.21606717904137798,-0.17282739224897395,30bpm
-0.8623005977856143,-0.2113537944548189,-0.20634521194120473,30bpm
-0.8252911093796449,-0.3766850857527394,-0.5430346132955505,30bpm
-0.5187363181705206,0.06415804845200371,-0.6011212286099411,30bpm
-1.0553576500525488,-0.3345251914190541,0.14282515500032086,30bpm
-1.1989050666060985,-0.23468061182396355,0.24504996704835436,30bpm
-1.3052204729921029,-0.27965254188811306,0.06902142265516617,30bpm
-1.3121376160861387,0.5628867882270747,0.7387941855826735,30bpm
-1.3743462421466968,0.3685386749490608,0.19904639079921718,30bpm
-1.541412884991788,0.31601045983777426,0.7998532486545131,30bpm
-1.5319300192646772,0.40325775887109555,1.1615959613668645,30bpm
-1.6733058264993705,0.3401797224793303,0.7449211213574035,30bpm
-1.6616756698198576,0.4044228572080174,0.8712443212256418,30bpm
-1.4561631971750653,0.275440055320506,0.7520827221557522,30bpm
-1.4141318004751153,0.1339200706991806,0.7079394658518109,30bpm
-1.596115570142523,0.4255114438356763,1.1308718317274953,30bpm
-1.0875111710823462,0.6064617961136709,0.6877041965218619,30bpm
-1.0774213065435485,0.3064470916313281,0.3840001261563066,30bpm
